KOPIE DOKUMENTOW Z KAS FISKALNYCH
etykieta: 160524_153936_1501240287_8D49
od: 24.05.2016 15:39:00
do: 01.01.2021 17:22:00
nip: NIP:6412472651
data zamkniecia nosnika: 00-00-0000 00:00:00

 nr unikatowy   | nr doby | od                  | do
                |  01144  | 27.04.2020 09:52:00 | 27.04.2020 17:17:00
                |  01145  | 28.04.2020 10:23:00 | 28.04.2020 16:43:00
                |  01146  | 28.04.2020 16:44:00 | 28.04.2020 16:44:00
                |  01147  | 28.04.2020 16:45:00 | 29.04.2020 16:45:00
                |  01148  | 30.04.2020 09:54:00 | 30.04.2020 17:11:00
                |  01149  | 02.05.2020 10:09:00 | 02.05.2020 14:00:00
                |  01150  | 02.05.2020 14:02:00 | 04.05.2020 14:35:00
                |  01151  | 05.05.2020 10:05:00 | 05.05.2020 18:29:00
                |  01152  | 06.05.2020 10:58:00 | 06.05.2020 17:18:00
                |  01153  | 07.05.2020 10:13:00 | 07.05.2020 17:08:00
                |  01154  | 08.05.2020 10:13:00 | 08.05.2020 17:11:00
                |  01155  | 09.05.2020 09:33:00 | 09.05.2020 13:15:00
                |  01156  | 11.05.2020 09:58:00 | 11.05.2020 15:49:00
                |  01157  | 12.05.2020 09:55:00 | 12.05.2020 17:34:00
                |  01158  | 13.05.2020 09:45:00 | 13.05.2020 17:41:00
                |  01159  | 14.05.2020 09:54:00 | 14.05.2020 17:52:00
                |  01160  | 15.05.2020 10:10:00 | 15.05.2020 17:35:00
                |  01161  | 16.05.2020 09:42:00 | 16.05.2020 13:11:00
                |  01162  | 18.05.2020 09:50:00 | 18.05.2020 17:41:00
                |  01163  | 19.05.2020 09:41:00 | 19.05.2020 17:55:00
                |  01164  | 20.05.2020 09:51:00 | 20.05.2020 18:45:00
                |  01165  | 21.05.2020 09:56:00 | 21.05.2020 16:31:00
                |  01166  | 22.05.2020 09:45:00 | 22.05.2020 17:34:00
                |  01167  | 23.05.2020 09:28:00 | 23.05.2020 13:09:00
                |  01168  | 25.05.2020 09:46:00 | 25.05.2020 18:18:00
                |  01169  | 26.05.2020 09:44:00 | 26.05.2020 18:01:00
                |  01170  | 27.05.2020 09:52:00 | 27.05.2020 18:07:00
                |  01171  | 28.05.2020 10:13:00 | 28.05.2020 18:26:00
                |  01172  | 29.05.2020 11:07:00 | 29.05.2020 17:43:00
                |  01173  | 30.05.2020 09:52:00 | 30.05.2020 13:36:00
                |  01174  | 01.06.2020 09:55:00 | 01.06.2020 17:58:00
                |  01175  | 01.06.2020 18:00:00 | 02.06.2020 17:31:00
                |  01176  | 03.06.2020 10:50:00 | 03.06.2020 17:37:00
                |  01177  | 04.06.2020 10:35:00 | 04.06.2020 17:35:00
                |  01178  | 05.06.2020 10:13:00 | 05.06.2020 15:29:00
                |  01179  | 06.06.2020 09:25:00 | 06.06.2020 14:08:00
                |  01180  | 08.06.2020 09:54:00 | 08.06.2020 17:42:00
                |  01181  | 09.06.2020 10:09:00 | 09.06.2020 17:42:00
                |  01182  | 10.06.2020 10:23:00 | 10.06.2020 17:46:00
                |  01183  | 12.06.2020 10:04:00 | 12.06.2020 17:39:00
                |  01184  | 13.06.2020 09:22:00 | 13.06.2020 13:03:00
                |  01185  | 13.06.2020 13:15:00 | 15.06.2020 09:49:00
                |  01186  | 15.06.2020 10:23:00 | 15.06.2020 17:39:00
                |  01187  | 16.06.2020 10:07:00 | 16.06.2020 18:13:00
                |  01188  | 17.06.2020 09:59:00 | 17.06.2020 17:46:00
                |  01189  | 18.06.2020 09:48:00 | 18.06.2020 17:34:00
                |  01190  | 19.06.2020 11:10:00 | 19.06.2020 18:17:00
                |  01191  | 20.06.2020 09:34:00 | 20.06.2020 12:04:00
                |  01192  | 22.06.2020 09:53:00 | 22.06.2020 17:50:00
                |  01193  | 23.06.2020 10:08:00 | 23.06.2020 17:59:00
                |  01194  | 24.06.2020 09:59:00 | 24.06.2020 17:50:00
                |  01195  | 25.06.2020 09:59:00 | 25.06.2020 17:34:00
                |  01196  | 26.06.2020 10:05:00 | 26.06.2020 17:32:00
                |  01197  | 27.06.2020 09:29:00 | 27.06.2020 13:22:00
                |  01198  | 29.06.2020 10:05:00 | 29.06.2020 17:33:00
                |  01199  | 30.06.2020 10:20:00 | 30.06.2020 17:32:00
                |  01200  | 01.07.2020 10:00:00 | 01.07.2020 17:50:00
                |  01201  | 01.07.2020 17:52:00 | 02.07.2020 17:32:00
                |  01202  | 03.07.2020 09:53:00 | 03.07.2020 17:34:00
                |  01203  | 04.07.2020 09:24:00 | 04.07.2020 13:05:00
                |  01204  | 06.07.2020 09:43:00 | 06.07.2020 17:39:00
                |  01205  | 07.07.2020 09:39:00 | 07.07.2020 17:35:00
                |  01206  | 08.07.2020 09:58:00 | 08.07.2020 17:33:00
                |  01207  | 14.07.2020 10:06:00 | 14.07.2020 17:33:00
                |  01208  | 15.07.2020 09:45:00 | 15.07.2020 18:08:00
                |  01209  | 16.07.2020 10:31:00 | 16.07.2020 17:56:00
                |  01210  | 17.07.2020 09:32:00 | 17.07.2020 17:39:00
                |  01211  | 18.07.2020 09:32:00 | 18.07.2020 13:10:00
                |  01212  | 20.07.2020 09:52:00 | 20.07.2020 17:37:00
                |  01213  | 21.07.2020 10:11:00 | 21.07.2020 17:37:00
                |  01214  | 22.07.2020 09:25:00 | 22.07.2020 17:49:00
                |  01215  | 23.07.2020 09:40:00 | 23.07.2020 17:50:00
                |  01216  | 24.07.2020 09:50:00 | 24.07.2020 17:37:00
                |  01217  | 25.07.2020 09:40:00 | 25.07.2020 13:30:00
                |  01218  | 27.07.2020 10:42:00 | 27.07.2020 17:32:00
                |  01219  | 28.07.2020 09:42:00 | 28.07.2020 17:36:00
                |  01220  | 29.07.2020 09:42:00 | 29.07.2020 17:31:00
                |  01221  | 30.07.2020 09:52:00 | 30.07.2020 17:57:00
                |  01222  | 31.07.2020 10:21:00 | 31.07.2020 17:32:00
                |  01223  | 01.08.2020 09:44:00 | 01.08.2020 13:26:00
                |  01224  | 01.08.2020 13:33:00 | 03.08.2020 18:27:00
                |  01225  | 04.08.2020 10:08:00 | 04.08.2020 17:48:00
                |  01226  | 05.08.2020 09:53:00 | 05.08.2020 17:04:00
                |  01227  | 06.08.2020 10:02:00 | 06.08.2020 17:38:00
                |  01228  | 07.08.2020 09:56:00 | 07.08.2020 17:33:00
                |  01229  | 08.08.2020 10:35:00 | 08.08.2020 13:34:00
                |  01230  | 10.08.2020 10:03:00 | 10.08.2020 17:34:00
                |  01231  | 11.08.2020 09:41:00 | 11.08.2020 18:59:00
                |  01232  | 12.08.2020 09:59:00 | 12.08.2020 17:55:00
                |  01233  | 13.08.2020 09:55:00 | 13.08.2020 17:48:00
                |  01234  | 14.08.2020 10:04:00 | 14.08.2020 17:42:00
                |  01235  | 17.08.2020 09:44:00 | 17.08.2020 17:38:00
                |  01236  | 18.08.2020 09:43:00 | 18.08.2020 17:53:00
                |  01237  | 19.08.2020 09:53:00 | 19.08.2020 17:33:00
                |  01238  | 20.08.2020 10:16:00 | 20.08.2020 17:30:00
                |  01239  | 21.08.2020 10:04:00 | 21.08.2020 17:30:00
                |  01240  | 22.08.2020 09:41:00 | 22.08.2020 14:05:00
                |  01241  | 24.08.2020 09:53:00 | 24.08.2020 17:48:00
                |  01242  | 25.08.2020 09:55:00 | 25.08.2020 17:29:00
                |  01243  | 26.08.2020 10:17:00 | 26.08.2020 17:38:00
                |  01244  | 27.08.2020 10:00:00 | 27.08.2020 17:40:00
                |  01245  | 28.08.2020 09:55:00 | 28.08.2020 16:57:00
                |  01246  | 29.08.2020 11:17:00 | 29.08.2020 13:29:00
                |  01247  | 31.08.2020 11:01:00 | 31.08.2020 17:39:00
                |  01248  | 01.09.2020 10:01:00 | 01.09.2020 17:32:00
                |  01249  | 01.09.2020 17:33:00 | 02.09.2020 17:33:00
                |  01250  | 03.09.2020 10:19:00 | 03.09.2020 17:45:00
                |  01251  | 04.09.2020 09:50:00 | 04.09.2020 17:33:00
                |  01252  | 05.09.2020 09:57:00 | 05.09.2020 13:30:00
                |  01253  | 07.09.2020 10:05:00 | 07.09.2020 17:33:00
                |  01254  | 08.09.2020 10:09:00 | 08.09.2020 15:54:00
                |  01255  | 09.09.2020 09:46:00 | 09.09.2020 17:44:00
                |  01256  | 10.09.2020 11:14:00 | 10.09.2020 17:40:00
                |  01257  | 11.09.2020 10:09:00 | 11.09.2020 18:13:00
                |  01258  | 12.09.2020 09:50:00 | 12.09.2020 13:37:00
                |  01259  | 14.09.2020 09:53:00 | 14.09.2020 17:33:00
                |  01260  | 15.09.2020 10:07:00 | 15.09.2020 17:36:00
                |  01261  | 16.09.2020 09:48:00 | 16.09.2020 17:39:00
                |  01262  | 17.09.2020 09:31:00 | 17.09.2020 17:31:00
                |  01263  | 18.09.2020 09:59:00 | 18.09.2020 17:32:00
                |  01264  | 19.09.2020 09:45:00 | 19.09.2020 13:45:00
                |  01265  | 21.09.2020 10:15:00 | 21.09.2020 17:43:00
                |  01266  | 22.09.2020 10:10:00 | 22.09.2020 17:25:00
                |  01267  | 23.09.2020 09:32:00 | 23.09.2020 17:33:00
                |  01268  | 24.09.2020 09:45:00 | 24.09.2020 17:34:00
                |  01269  | 25.09.2020 09:45:00 | 25.09.2020 17:41:00
                |  01270  | 26.09.2020 09:44:00 | 26.09.2020 13:36:00
                |  01271  | 28.09.2020 10:13:00 | 28.09.2020 17:38:00
                |  01272  | 29.09.2020 09:53:00 | 29.09.2020 17:45:00
                |  01273  | 30.09.2020 09:44:00 | 30.09.2020 17:35:00
                |  01274  | 01.10.2020 09:55:00 | 01.10.2020 18:15:00
                |  01275  | 01.10.2020 18:24:00 | 02.10.2020 17:40:00
                |  01276  | 03.10.2020 09:54:00 | 03.10.2020 13:32:00
                |  01277  | 05.10.2020 10:23:00 | 05.10.2020 17:36:00
                |  01278  | 06.10.2020 10:24:00 | 06.10.2020 17:41:00
                |  01279  | 07.10.2020 09:06:00 | 07.10.2020 17:32:00
                |  01280  | 08.10.2020 09:39:00 | 08.10.2020 17:48:00
                |  01281  | 09.10.2020 10:36:00 | 09.10.2020 17:36:00
                |  01282  | 10.10.2020 09:41:00 | 10.10.2020 13:44:00
                |  01283  | 12.10.2020 09:48:00 | 12.10.2020 17:31:00
                |  01284  | 13.10.2020 10:16:00 | 13.10.2020 18:04:00
                |  01285  | 14.10.2020 10:05:00 | 14.10.2020 16:13:00
                |  01286  | 15.10.2020 09:48:00 | 15.10.2020 17:34:00
                |  01287  | 17.10.2020 09:46:00 | 17.10.2020 13:41:00
                |  01288  | 19.10.2020 09:48:00 | 19.10.2020 17:29:00
                |  01289  | 20.10.2020 09:55:00 | 20.10.2020 17:31:00
                |  01290  | 21.10.2020 09:46:00 | 21.10.2020 17:36:00
                |  01291  | 22.10.2020 10:53:00 | 22.10.2020 17:40:00
                |  01292  | 23.10.2020 09:46:00 | 23.10.2020 17:31:00
                |  01293  | 24.10.2020 10:20:00 | 24.10.2020 13:22:00
                |  01294  | 26.10.2020 10:44:00 | 26.10.2020 18:31:00
                |  01295  | 27.10.2020 11:40:00 | 27.10.2020 18:32:00
                |  01296  | 28.10.2020 11:10:00 | 28.10.2020 18:30:00
                |  01297  | 29.10.2020 11:30:00 | 29.10.2020 18:40:00
                |  01298  | 30.10.2020 11:00:00 | 30.10.2020 18:29:00
                |  01299  | 31.10.2020 10:56:00 | 31.10.2020 14:36:00
                |  01300  | 02.11.2020 10:44:00 | 02.11.2020 18:32:00
                |  01301  | 02.11.2020 18:33:00 | 03.11.2020 18:29:00
                |  01302  | 04.11.2020 10:36:00 | 04.11.2020 18:49:00
                |  01303  | 05.11.2020 11:07:00 | 05.11.2020 18:00:00
                |  01304  | 06.11.2020 10:44:00 | 06.11.2020 18:46:00
                |  01305  | 07.11.2020 10:42:00 | 07.11.2020 14:45:00
                |  01306  | 09.11.2020 11:31:00 | 09.11.2020 18:34:00
                |  01307  | 10.11.2020 10:59:00 | 10.11.2020 18:36:00
                |  01308  | 12.11.2020 10:57:00 | 12.11.2020 17:40:00
                |  01309  | 13.11.2020 10:38:00 | 13.11.2020 18:34:00
                |  01310  | 14.11.2020 10:31:00 | 14.11.2020 14:36:00
                |  01311  | 16.11.2020 11:08:00 | 16.11.2020 18:27:00
                |  01312  | 17.11.2020 10:54:00 | 17.11.2020 18:48:00
                |  01313  | 18.11.2020 11:11:00 | 18.11.2020 18:38:00
                |  01314  | 19.11.2020 10:38:00 | 19.11.2020 18:50:00
                |  01315  | 20.11.2020 10:48:00 | 20.11.2020 18:49:00
                |  01316  | 21.11.2020 10:39:00 | 21.11.2020 15:02:00
                |  01317  | 22.11.2020 11:50:00 | 22.11.2020 12:23:00
                |  01318  | 23.11.2020 10:38:00 | 23.11.2020 18:39:00
                |  01319  | 24.11.2020 10:34:00 | 24.11.2020 18:32:00
                |  01320  | 25.11.2020 10:35:00 | 25.11.2020 18:39:00
                |  01321  | 26.11.2020 10:36:00 | 26.11.2020 18:41:00
                |  01322  | 27.11.2020 11:04:00 | 27.11.2020 19:27:00
                |  01323  | 28.11.2020 10:41:00 | 28.11.2020 15:00:00
                |  01324  | 29.11.2020 18:29:00 | 29.11.2020 18:49:00
                |  01325  | 30.11.2020 10:57:00 | 30.11.2020 18:31:00
                |  01326  | 01.12.2020 10:42:00 | 01.12.2020 18:47:00
                |  01327  | 01.12.2020 19:57:00 | 02.12.2020 18:38:00
                |  01328  | 03.12.2020 12:31:00 | 03.12.2020 18:32:00
                |  01329  | 03.12.2020 18:50:00 | 04.12.2020 18:43:00
                |  01330  | 05.12.2020 11:16:00 | 05.12.2020 15:25:00
                |  01331  | 07.12.2020 11:08:00 | 07.12.2020 19:16:00
                |  01332  | 08.12.2020 10:46:00 | 08.12.2020 18:28:00
                |  01333  | 09.12.2020 11:30:00 | 09.12.2020 18:37:00
                |  01334  | 10.12.2020 10:49:00 | 10.12.2020 18:38:00
                |  01335  | 11.12.2020 10:40:00 | 11.12.2020 17:58:00
                |  01336  | 12.12.2020 10:59:00 | 12.12.2020 17:11:00
                |  01337  | 13.12.2020 11:57:00 | 13.12.2020 18:29:00
                |  01338  | 14.12.2020 10:40:00 | 14.12.2020 18:46:00
                |  01339  | 15.12.2020 10:37:00 | 15.12.2020 18:44:00
                |  01340  | 16.12.2020 11:02:00 | 16.12.2020 18:41:00
                |  01341  | 17.12.2020 10:51:00 | 17.12.2020 18:50:00
                |  01342  | 18.12.2020 10:37:00 | 18.12.2020 18:41:00
                |  01343  | 19.12.2020 10:37:00 | 19.12.2020 17:08:00
                |  01344  | 19.12.2020 21:30:00 | 20.12.2020 18:47:00
                |  01345  | 21.12.2020 11:09:00 | 21.12.2020 19:10:00
                |  01346  | 22.12.2020 10:45:00 | 22.12.2020 18:42:00
                |  01347  | 23.12.2020 10:43:00 | 23.12.2020 18:59:00
                |  01348  | 24.12.2020 10:39:00 | 24.12.2020 14:37:00
                |  01349  | 29.12.2020 11:24:00 | 29.12.2020 18:36:00
                |  01350  | 30.12.2020 10:35:00 | 30.12.2020 18:36:00
                |  01351  | 31.12.2020 10:36:00 | 31.12.2020 14:26:00
                |  01352  | 01.01.2021 15:59:00 | 01.01.2021 17:22:00
